id,id2
08441-1,24211
08441-1,24212
08441-1,24220
08441-1,24222
08441-1,24223
08441-1,24224
08441-1,24306
08441-1,24331
08441-1,24999
08442,21506
08442,21510
08442,21511
08442,21591
08442,22240
08442,24220
08442,08442—1
08442—1,21440
08442—1,21555
08442—1,21595
08442—1,21999
08442—1,79605
08446,21555
08446,21036
08446,21037
08446,21407
08446,21440
08446,21505
08446,21510
08446,21512
08981,24101
08981,24104
08981,24202
08981,24207
08981,24210
08981,24309
08981,24510
08981,08981-1
08981-1,59330
08981-1,59333
09034,09034-1
09034-1,91314
09034-1,91315
09034-1,91316
09034-1,91317
09034-1,91318
09034-1,91320
09034-1,91321
09034-1,91322
09034-1,91323
09034-1,91324
09034-1,91325
09035,09035-1
09035-1,90494
09035-1,90495
09035-1,90497
09035-1,90498
09035-1,90499
09035-1,90500
09036,09036-1
09036-1,90016
09036-1,90017
09036-1,90018
09036-1,90020
09036-1,90021
09036-1,90022
09036-1,90023
09036-1,90506
09036-1,90507
09036-1,90508
09036-1,90509
09040,23115
09040,23566
09040,23570
09040,09040-1
09040-1,23567
09040-1,23568
09209,23566
09209,23567
09209,23568
09209,23571
09209,23580
09209,09209-1
09209-1,23002
09209-1,23005
09209-1,23021
09209-1,23022
09209-1,23418
09209-1,23504
09209-1,23565
09209-1,23569
09209-1,23570
09209-1,23572
09209-1,23592
09209-1,23999
09380,90484
09380,976001
09380,976502
09380,977620
09380,978620
09409,90484
09409,976001
09409,976502
09409,977911
09409,978911
09430,90484
09430,976001
09430,976502
09430,977914
09430,977915
09431,976001
09431,90484
09431,976502
09431,977542
09431,978542
09432,90483
09432,976001
09432,976602
09432,977543
09432,978543
09433,90484
09433,976001
09433,976502
09433,977520
09433,978520
09434,90480
09434,976001
09434,976111
09434,977110
09434,978110
09435,90483
09435,976001
09435,976411
09435,977410
09435,978410
09436,90485
09436,976001
09436,976421
09436,977420
09436,978420
09437,90486
09437,976001
09437,976431
09437,977430
09437,978430
09438,90481
09438,976001
09438,976211
09438,977210
09438,978210
09439,90484
09439,976001
09439,976502
09439,977530
09439,978530
09440,90484
09440,976001
09440,976451
09440,977450
09440,978450
09441,90417
09441,976001
09441,976404
09441,977460
09441,978460
09443,76106
09443,76107
09443,09443-1
09443-1,76097
09443-1,76105
09443-1,91728
10051,48436
10051,48730
10051,10051-1
10051-1,31338
10051-1,37161
10051-1,41890
10051-1,41900
10053,10053-1
10053,31250
10053,31256
10053,41004
10053,42913
10053-1,31005
10053-1,31075
10053-1,31253
10053-1,32146
10053-1,41075
10053-1,41076
10053-1,41077
10053-1,42028
90016,976111
90016,90487
90017,976411
90017,90490
90018,976421
90018,90492
90020,976431
90020,90493
90021,976211
90021,90488
90022,976502
90022,90491
90023,976451
90023,90491
90169,08437
90169,08438
90169,08440
90169,08441
90169,08442
90169,08446
90169,08981
90169,09209
90273,21129
90273,22107
90273,22207
90273,23115
90273,24108
90273,25300
90273,26100
90273,26134
90487,97101
90487,97102
90487,97103
90487,97104
90487,97105
90487,97106
90487,97109
90487,97110
90487,97111
90487,97112
90487,97113
90488,97201
90488,97202
90488,97203
90488,97204
90488,97205
90488,97206
90488,97207
90488,97208
90488,97209
90488,97210
90490,97401
90490,97402
90490,97403
90490,97404
90490,97405
90490,97406
90490,97407
90490,97408
90490,97409
90490,97410
90491,97501
90491,97502
90491,97503
90491,97504
90491,97505
90491,97506
90491,97507
90491,97508
90491,97509
90491,97510
90492,97601
90492,97602
90492,97603
90492,97604
90492,97605
90492,97606
90492,97607
90492,97608
90493,97801
90493,97802
90493,97803
90493,97804
90493,97805
90493,97806
90493,97807
90493,97808
90494,97101
90494,97102
90494,97103
90494,97104
90494,97105
90494,97106
90494,97109
90494,97110
90494,97111
90494,97112
90494,97113
90495,97201
90495,97202
90495,97203
90495,97204
90495,97205
90495,97206
90495,97207
90495,97208
90495,97209
90495,97210
90497,97401
90497,97402
90497,97403
90497,97404
90497,97405
90497,97406
90497,97407
90497,97408
90497,97409
90497,97410
90498,97501
90498,97502
90498,97503
90498,97504
90498,97505
90498,97506
90498,97507
90498,97508
90498,97509
90498,97510
90499,97601
90499,97602
90499,97603
90499,97604
90499,97605
90499,97606
90499,97607
90499,97608
90500,97801
90500,97802
90500,97803
90500,97804
90500,97805
90500,97806
90500,97807
90500,97808
90506,976502
90506,90491
90507,976602
90507,90490
90508,976404
90508,90490
90509,976404
90509,90492
90651,31265
90651,31266
90651,31268
90651,31269
90651,31271
90651,31272
90651,41092
90651,48023
90781,02080
90781,02081
90781,02092
90781,03444
90781,03445
90832,70103
90832,70104
90832,70108
90832,70109
90832,70114
90832,70211
90832,70311
90832,70317
90832,70327
90832,70417
90832,70517
90832,70616
90832,70617
90832,71116
90832,70102
90839,81511
90839,81512
90839,81513
90839,81514
90839,81515
90839,81516
90839,81521
90839,81522
90839,81524
90839,81531
90839,81532
90839,90839-1
90839-1,81523
90839-1,81525
90839-1,81528
90922,76002
90922,76003
90922,76005
90922,76007
90922,76008
90922,76009
90922,76010
90922,76012
90922,76013
90922,76015
90922,76016
90922,76019
90922,76020
90922,76022
90922,76023
90922,76024
90922,76025
90922,76027
90922,76030
90922,76033
90922,76034
90922,76036
90922,76037
90922,76038
90922,76039
90922,76040
90922,76041
90922,76043
90922,76045
90922,76047
90922,76048
90922,76052
90922,76056
90922,76057
90922,76063
90922,76066
90922,76068
90922,76069
90922,76070
90922,76074
90922,76080
90922,76081
90922,76084
90922,76085
90922,76086
90922,76087
90922,76088
90922,76089
90922,76090
90922,76091
90922,76092
90922,76093
90922,76094
90922,76095
90922,76096
90922,76097
90922,76098
90922,76099
90922,76105
90922,76106
90922,76108
90922,76109
90922,76112
90922,76115
90922,76212
90922,76516
90922,76517
90922,76521
90922,76801
90922,76802
90922,76803
90922,76804
90922,76900
90922,76902
90922,76903
90922,76904
90922,77715
90922,77794
90922,78008
90922,78013
90922,78016
90922,78030
90922,78039
90922,78040
90922,78042
90923,76008
90923,76012
90923,76033
90923,76057
90923,76068
90923,76081
90923,76092
90923,76109
90923,76902
90923,78039
90990,31016
90990,41061
90990,41062
90990,41063
90990,41064
90990,41065
90990,41071
90990,41072
90990,41073
90990,41074
91157,31489
91157,31490
91157,41015
91157,41016
91158,31245
91158,31247
91158,31257
91158,41025
91158,41026
91158,48024
91158,48433
91172,31482
91172,32144
91172,32931
91173,31251
91173,31266
91173,31268
91173,31269
91173,31271
91173,31272
91173,37131
91173,37132
91173,37151
91173,37181
91173,41078
91173,41079
91173,41080
91173,41092
91173,48023
91173,48024
91202,31285
91202,41001
91202,41003
91202,41889
91202,41900
91203,31250
91203,31253
91203,31260
91220,01156
91220,01157
91220,01158
91220,02080
91220,02092
91220,03445
91220,03519
91220,10053
91303,31102
91303,31103
91303,31251
91303,31260
91303,31262
91303,31263
91303,31264
91303,31777
91303,41024
91303,48024
91314,91314-1
91314,976001
91314,976111
91314-1,97101
91314-1,97102
91314-1,97103
91314-1,97104
91314-1,97105
91314-1,97106
91314-1,97109
91314-1,97110
91314-1,97111
91314-1,97112
91314-1,97113
91315,91315-1
91315,976001
91315,976411
91315-1,97401
91315-1,97402
91315-1,97403
91315-1,97404
91315-1,97405
91315-1,97406
91315-1,97407
91315-1,97408
91315-1,97409
91315-1,97410
91316,91316-1
91316,976001
91316,976421
91316-1,97601
91316-1,97602
91316-1,97603
91316-1,97604
91316-1,97605
91316-1,97606
91316-1,97607
91316-1,97608
91317,976001
91317,91317-1
91317,976431
91317-1,97801
91317-1,97802
91317-1,97803
91317-1,97804
91317-1,97805
91317-1,97806
91317-1,97807
91317-1,97808
91318,91318-1
91318,976001
91318,976211
91318-1,97201
91318-1,97202
91318-1,97203
91318-1,97204
91318-1,97205
91318-1,97206
91318-1,97207
91318-1,97208
91318-1,97209
91318-1,97210
91320,91320-1
91320,976001
91320,976502
91320-1,97510
91320-1,97501
91320-1,97502
91320-1,97503
91320-1,97504
91320-1,97505
91320-1,97506
91320-1,97507
91320-1,97508
91320-1,97509
91321,91321-1
91321,976001
91321,976602
91321-1,97401
91321-1,97402
91321-1,97403
91321-1,97404
91321-1,97405
91321-1,97406
91321-1,97407
91321-1,97409
91321-1,97410
91321-1,97408
91322,976001
91322,976451
91322,91322-1
91322-1,97510
91322-1,97501
91322-1,97502
91322-1,97503
91322-1,97504
91322-1,97505
91322-1,97506
91322-1,97507
91322-1,97508
91322-1,97509
91323,976001
91323,976404
91323,91323-1
91323-1,97409
91323-1,97401
91323-1,97402
91323-1,97403
91323-1,97404
91323-1,97405
91323-1,97406
91323-1,97407
91323-1,97408
91323-1,97410
91324,976404
91324,91324-1
91324,976001
91324-1,97601
91324-1,97602
91324-1,97603
91324-1,97604
91324-1,97605
91324-1,97606
91324-1,97608
91324-1,97607
91325,976001
91325,976404
91325,91325-1
91325,91325-1
91325-1,97801
91325-1,97802
91325-1,97803
91325-1,97804
91325-1,97805
91325-1,97806
91325-1,97807
91325-1,97808
91728,76019
91728,76020
91728,76040
91728,76056
91728,76063
91728,76070
91728,76084
91728,76085
91728,76087
91728,76089
91728,76090
91728,76097
91728,76105
91729,09443
91729,90922
91780,91738
91780,91780-1
91780-1,01010
91780-1,01012
91780-1,01026
91780-1,01032
91780-1,02057
91780-1,02064
91780-1,02065
91780-1,02066
91780-1,02067
91780-1,03036
91780-1,03037
91780-1,08157
91780-1,08159
91780-1,08160
91780-1,08181
91780-1,08188
91780-1,08196
91780-1,08197
91780-1,08198
91780-1,09034
91780-1,09035
91780-1,09036
91780-1,09040
91780-1,10051
91780-1,90783
09019,31482
09019,32144
09019,32931
09019,90304
09119,90783
09119,91172
09119,91173
09119,91220
10143,90571
10143,90651
10143,91157
10143,91158
10148,90651
10148,90781
10148,90782
10219,90169
10219,90273
10219,90651
10219,90781
10229,90651
10229,91303
10229,91780
10239,90005
10239,90651
10239,90781
10239,90782
10245,90651
10245,90691
10245,90781
10327,90651
10327,90781
10327,90782
10327,90839
10345,90651
10345,90781
10345,90782
10345,90990
